Started_Date,temperature,relative_humidity,wind_speed,wind_direction,total_precipitation,volumetric_soil_water_layer_1,Counties
2018-05-15,21.24,0.88,2.0,265.11,0.19,0.3,"Trinity, CA"
2018-08-15,23.41,0.87,2.55,186.26,0.0,0.26,"Trinity, CA"
2018-10-15,8.38,0.91,5.85,327.61,0.58,0.38,"Trinity, CA"
2018-11-15,-2.29,0.88,2.87,355.83,0.82,0.36,"Trinity, CA"
2018-12-15,5.46,0.96,5.9,25.27,1.41,0.44,"Trinity, CA"
2019-01-15,-0.75,0.91,2.26,259.14,0.01,0.37,"Trinity, CA"
2019-02-15,-2.13,0.67,5.62,316.14,0.0,0.38,"Trinity, CA"
2019-03-15,5.69,0.73,6.29,267.41,0.0,0.39,"Trinity, CA"
2019-04-15,1.14,0.87,1.72,217.79,0.0,0.4,"Trinity, CA"
2019-05-15,15.86,0.82,3.02,171.43,1.52,0.42,"Trinity, CA"
2019-06-15,18.34,0.79,3.98,180.27,0.34,0.44,"Trinity, CA"
2019-07-15,22.93,0.73,1.58,135.08,0.0,0.23,"Trinity, CA"
2019-08-15,20.24,0.74,2.14,308.02,0.0,0.32,"Trinity, CA"
2019-10-15,11.31,0.72,3.26,175.88,0.0,0.34,"Trinity, CA"
2019-11-15,-3.82,0.83,1.28,312.36,0.0,0.35,"Trinity, CA"
2019-12-15,-3.48,0.76,1.91,305.51,0.0,0.37,"Trinity, CA"
